sentence_id,label
1084,dysphoria
1085,neutral
1086,dysphoria
1087,neutral
1088,neutral
1089,euphoria
1090,dysphoria
1091,euphoria
1092,dysphoria
1093,neutral
1094,euphoria
1095,neutral
1096,dysphoria
1097,dysphoria
1098,dysphoria
1099,dysphoria
1100,dysphoria
1101,dysphoria
1102,dysphoria
1103,neutral
1104,neutral
1105,neutral
1106,neutral
1107,euphoria
1108,dysphoria
1109,dysphoria
1110,dysphoria
1111,dysphoria
1112,dysphoria
1113,dysphoria
1114,dysphoria
1115,dysphoria
1116,dysphoria
1117,dysphoria
1118,dysphoria
1119,neutral
1120,dysphoria
1121,dysphoria
1122,dysphoria
1123,dysphoria
1124,dysphoria
1125,dysphoria
1126,dysphoria
1127,dysphoria
1128,dysphoria
1129,dysphoria
1130,dysphoria
1131,dysphoria
1132,dysphoria
1133,neutral
1134,dysphoria
1136,neutral
1137,dysphoria
1138,dysphoria
1139,neutral
1140,dysphoria
1141,neutral
1142,dysphoria
1143,neutral
1144,dysphoria
1145,neutral
1146,dysphoria
1147,dysphoria
1148,neutral
1149,dysphoria
1150,dysphoria
1151,dysphoria
1152,dysphoria
1153,dysphoria
1154,dysphoria
1155,dysphoria
1156,dysphoria
1157,dysphoria
1158,dysphoria
1159,dysphoria
1160,dysphoria
1161,dysphoria
1162,dysphoria
1163,dysphoria
1164,dysphoria
1165,dysphoria
1166,dysphoria
1167,dysphoria
1168,dysphoria
1169,dysphoria
1170,dysphoria
1171,dysphoria
1172,neutral
1235,dysphoria
1236,neutral
1241,dysphoria
1242,dysphoria
1243,dysphoria
1244,dysphoria
1245,dysphoria
1246,dysphoria
1247,dysphoria
1248,dysphoria
1249,dysphoria
1250,dysphoria
1251,dysphoria
1252,dysphoria
1253,dysphoria
1254,dysphoria
1255,dysphoria
1256,dysphoria
1257,dysphoria
1258,dysphoria
1259,dysphoria
1260,neutral
1261,neutral
1262,neutral
1263,neutral
1264,dysphoria
1280,dysphoria
1281,dysphoria
1282,dysphoria
1283,dysphoria
1284,dysphoria
1285,dysphoria
1286,dysphoria
1287,dysphoria
1288,dysphoria
1289,dysphoria
1290,dysphoria
1291,dysphoria
1292,dysphoria
1293,dysphoria
1294,dysphoria
1295,dysphoria
1296,dysphoria
1297,dysphoria
1298,dysphoria
1299,dysphoria
1300,dysphoria
1301,dysphoria
1302,neutral
1303,dysphoria
1318,neutral
1319,neutral
1320,neutral
1321,euphoria
1361,neutral
1362,neutral
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,neutral
1368,neutral
1369,neutral
1370,dysphoria
1371,neutral
1372,neutral
1373,dysphoria
1374,neutral
1375,neutral
1376,neutral
1377,euphoria
1378,neutral
1379,neutral
1380,dysphoria
1391,dysphoria
1392,dysphoria
1393,dysphoria
1394,neutral
1395,dysphoria
1396,dysphoria
1397,neutral
1398,neutral
1399,neutral
1400,dysphoria
1412,dysphoria
1413,dysphoria
1414,dysphoria
1415,dysphoria
1416,dysphoria
1417,dysphoria
1418,dysphoria
1419,dysphoria
1420,dysphoria
1421,dysphoria
1422,dysphoria
1423,dysphoria
1424,dysphoria
1425,dysphoria
1426,dysphoria
1427,dysphoria
1428,dysphoria
1429,dysphoria
1430,dysphoria
1431,dysphoria
1432,dysphoria
1433,neutral
1434,dysphoria
1435,euphoria
1436,euphoria
1437,euphoria
1438,euphoria
1439,dysphoria
1440,euphoria
1441,euphoria
1442,neutral
1443,euphoria
1444,dysphoria
1445,dysphoria
1446,dysphoria
1447,dysphoria
1448,dysphoria
1449,dysphoria
1450,dysphoria
1451,neutral
1452,neutral
1453,neutral
1454,neutral
1474,euphoria
1475,dysphoria
1476,euphoria
1477,euphoria
1478,euphoria
1479,euphoria
1480,euphoria
1481,euphoria
1482,euphoria
1483,neutral
1484,euphoria
1485,euphoria
1486,euphoria
1487,neutral
1488,neutral
1494,neutral
1495,neutral
1496,euphoria
1497,euphoria
1498,dysphoria
1499,dysphoria
1500,dysphoria
1501,dysphoria
1502,dysphoria
1503,dysphoria
1504,dysphoria
1525,dysphoria
1526,dysphoria
1527,dysphoria
1528,dysphoria
1529,dysphoria
1530,dysphoria
1531,dysphoria
1532,euphoria
1533,euphoria
1534,dysphoria
1535,neutral
1536,dysphoria
1537,dysphoria
1538,dysphoria
1539,dysphoria
1540,dysphoria
1541,neutral
1555,neutral
1556,neutral
1557,neutral
1560,dysphoria
1561,dysphoria
1562,dysphoria
1563,dysphoria
1564,dysphoria
1565,dysphoria
1566,neutral
1567,dysphoria
1568,dysphoria
1569,dysphoria
1570,dysphoria
1571,dysphoria
1572,dysphoria
1573,neutral
1574,dysphoria
1575,dysphoria
1576,dysphoria
1577,dysphoria
1578,dysphoria
1579,dysphoria
1580,dysphoria
1581,dysphoria
1582,dysphoria
1583,dysphoria
1584,dysphoria
1585,dysphoria
1586,dysphoria
1587,dysphoria
1588,neutral
1589,neutral
1590,dysphoria
1591,neutral
1592,dysphoria
1593,dysphoria
1594,dysphoria
1595,neutral
1596,neutral
1600,neutral
1601,neutral
1602,neutral
1603,neutral
1604,neutral
1605,neutral
1606,neutral
1607,dysphoria
1608,dysphoria
1609,dysphoria
1610,neutral
1611,euphoria
1612,euphoria
1613,dysphoria
1614,dysphoria
1615,dysphoria
1616,dysphoria
1617,dysphoria
1618,dysphoria
1619,dysphoria
1620,dysphoria
1621,dysphoria
1622,dysphoria
1623,neutral
1624,euphoria
1641,euphoria
1642,euphoria
1643,euphoria
1644,euphoria
1645,euphoria
1646,euphoria
1647,euphoria
1648,euphoria
1649,euphoria
1650,euphoria
1651,euphoria
1652,euphoria
1653,euphoria
1654,euphoria
1655,euphoria
1656,euphoria
1657,euphoria
1658,euphoria
1659,euphoria
1660,neutral
1661,neutral
1662,neutral
1663,neutral
1664,neutral
1665,neutral
1666,neutral
1667,neutral
1668,dysphoria
1669,euphoria
1670,euphoria
1671,euphoria
1672,euphoria
1673,euphoria
1674,euphoria
1675,neutral
1676,neutral
1677,neutral
1678,neutral
1679,dysphoria
1680,dysphoria
1681,dysphoria
1682,dysphoria
1683,dysphoria
1684,dysphoria
1685,dysphoria
1686,dysphoria
1687,dysphoria
1688,dysphoria
1689,dysphoria
1690,neutral
1691,dysphoria
1692,neutral
1693,euphoria
1694,euphoria
1695,euphoria
1696,euphoria
1697,dysphoria
1698,neutral
1699,euphoria
1700,dysphoria
1701,dysphoria
1702,dysphoria
1703,dysphoria
1704,dysphoria
1705,dysphoria
1706,euphoria
1707,euphoria
1708,dysphoria
1709,euphoria
1710,euphoria
1711,euphoria
1712,euphoria
1713,euphoria
1714,euphoria
1715,euphoria
1716,euphoria
1717,euphoria
1718,euphoria
1719,euphoria
1720,euphoria
1721,euphoria
1722,euphoria
1723,euphoria
1724,euphoria
1725,euphoria
1726,euphoria
1727,euphoria
1728,euphoria
1729,euphoria
1730,euphoria
1731,dysphoria
1732,neutral
1733,neutral
1734,dysphoria
1735,euphoria
1736,dysphoria
1737,euphoria
1738,euphoria
1739,euphoria
1740,euphoria
1741,euphoria
1762,euphoria
1763,neutral
1764,neutral
1765,neutral
1799,dysphoria
1800,dysphoria
1801,dysphoria
1802,dysphoria
1803,dysphoria
1804,dysphoria
1805,dysphoria
1806,dysphoria
1807,dysphoria
1808,neutral
1809,dysphoria
1810,euphoria
1811,euphoria
1812,euphoria
1813,euphoria
1814,euphoria
1815,dysphoria
1816,dysphoria
1817,dysphoria
1820,euphoria
1821,dysphoria
1822,dysphoria
1823,euphoria
1824,neutral
1825,neutral
1826,neutral
1827,neutral
1828,dysphoria
1829,dysphoria
1830,neutral
1831,dysphoria
1832,dysphoria
1833,euphoria
1834,dysphoria
1835,dysphoria
1836,dysphoria
1837,dysphoria
1838,dysphoria
1839,dysphoria
1840,dysphoria
1841,dysphoria
1842,dysphoria
1843,dysphoria
1844,dysphoria
1845,dysphoria
1846,dysphoria
1847,dysphoria
1848,neutral
1849,dysphoria
1850,dysphoria
1851,dysphoria
1852,dysphoria
1853,dysphoria
1854,dysphoria
1855,dysphoria
1856,dysphoria
1857,dysphoria
1858,dysphoria
1859,dysphoria
1860,dysphoria
1861,dysphoria
1862,dysphoria
1863,dysphoria
1864,dysphoria
1865,dysphoria
1866,dysphoria
1867,dysphoria
1868,dysphoria
1869,dysphoria
1870,dysphoria
1871,dysphoria
1872,dysphoria
1873,dysphoria
1874,dysphoria
1875,dysphoria
1876,dysphoria
1877,dysphoria
1878,dysphoria
1879,dysphoria
1880,dysphoria
1881,dysphoria
1882,dysphoria
1883,dysphoria
1884,dysphoria
1885,dysphoria
1886,dysphoria
1887,dysphoria
1888,dysphoria
1889,dysphoria
1890,dysphoria
1891,dysphoria
1892,dysphoria
1893,dysphoria
1894,dysphoria
1895,dysphoria
1896,dysphoria
1897,dysphoria
1898,dysphoria
1899,dysphoria
1900,dysphoria
1901,dysphoria
1902,dysphoria
1906,neutral
1907,neutral
1908,dysphoria
1909,euphoria
1910,euphoria
1911,neutral
1912,euphoria
1913,neutral
1914,neutral
1921,euphoria
1922,euphoria
1923,euphoria
1924,neutral
1925,neutral
1934,neutral
1935,neutral
1936,neutral
1937,dysphoria
1938,dysphoria
1939,dysphoria
1940,neutral
1941,neutral
1942,dysphoria
1943,neutral
1948,dysphoria
1949,neutral
1950,neutral
1951,neutral
1952,neutral
1953,neutral
1954,dysphoria
1955,euphoria
1956,dysphoria
1957,dysphoria
1958,dysphoria
1959,neutral
1960,dysphoria
1961,dysphoria
1962,dysphoria
1963,dysphoria
1964,dysphoria
1965,dysphoria
1966,dysphoria
1998,dysphoria
1999,dysphoria
2000,dysphoria
2001,dysphoria
2002,dysphoria
2003,dysphoria
2004,dysphoria
2005,dysphoria
2006,dysphoria
2007,dysphoria
2008,dysphoria
2009,dysphoria
2010,dysphoria
2011,dysphoria
2012,dysphoria
2013,euphoria
2014,euphoria
2015,euphoria
2016,euphoria
2017,dysphoria
2018,euphoria
2019,dysphoria
2020,dysphoria
2021,dysphoria
2022,neutral
2023,neutral
2024,dysphoria
2025,euphoria
2026,neutral
2027,euphoria
2028,dysphoria
2029,euphoria
2075,neutral
2076,euphoria
2077,dysphoria
2078,euphoria
2079,dysphoria
2080,euphoria
2081,neutral
2082,euphoria
2083,dysphoria
2084,dysphoria
2085,neutral
2086,neutral
2087,neutral
2088,neutral
2089,neutral
2090,dysphoria
2091,neutral
2092,dysphoria
2093,dysphoria
2094,dysphoria
2095,dysphoria
2096,dysphoria
2097,dysphoria
2098,dysphoria
2099,dysphoria
2100,dysphoria
2101,dysphoria
2102,dysphoria
2103,dysphoria
2104,dysphoria
2105,dysphoria
2106,dysphoria
2107,neutral
2108,dysphoria
2109,dysphoria
2110,dysphoria
2111,dysphoria
2112,dysphoria
2113,dysphoria
2114,dysphoria
2115,dysphoria
2116,dysphoria
2117,dysphoria
2118,dysphoria
2119,dysphoria
2120,dysphoria
2121,dysphoria
2122,dysphoria
2123,dysphoria
2124,dysphoria
2125,dysphoria
2126,dysphoria
2127,dysphoria
2128,neutral
2129,dysphoria
2130,dysphoria
2131,dysphoria
2132,dysphoria
2133,neutral
2134,neutral
2135,dysphoria
2136,dysphoria
2137,dysphoria
2138,dysphoria
2139,dysphoria
2140,dysphoria
2141,dysphoria
2142,dysphoria
2143,dysphoria
2144,dysphoria
2145,dysphoria
2146,dysphoria
2147,dysphoria
2148,dysphoria
2154,dysphoria
2155,dysphoria
2156,dysphoria
2157,euphoria
2158,dysphoria
2159,euphoria
2160,dysphoria
2161,euphoria
2162,dysphoria
2163,dysphoria
2164,dysphoria
2165,neutral
2166,dysphoria
2167,dysphoria
2168,neutral
2169,dysphoria
2170,dysphoria
2171,dysphoria
2195,euphoria
2196,dysphoria
2197,neutral
2198,dysphoria
2199,dysphoria
2200,neutral
2201,neutral
2202,neutral
2203,dysphoria
2204,neutral
2205,euphoria
2206,euphoria
2207,euphoria
2208,euphoria
2209,dysphoria
2210,dysphoria
2211,dysphoria
2212,dysphoria
2213,dysphoria
2214,dysphoria
2215,dysphoria
2216,dysphoria
2217,dysphoria
2218,dysphoria
2219,dysphoria
2220,dysphoria
2221,dysphoria
2222,dysphoria
2223,dysphoria
2224,dysphoria
2225,dysphoria
2226,dysphoria
2227,dysphoria
2228,dysphoria
2229,dysphoria
2230,dysphoria
2231,dysphoria
2232,dysphoria
2233,dysphoria
2234,dysphoria
2235,dysphoria
2236,neutral
2253,neutral
2254,dysphoria
2255,neutral
2256,dysphoria
2257,dysphoria
2258,dysphoria
2259,neutral
2260,neutral
2261,neutral
2262,dysphoria
2263,neutral
2264,neutral
2265,dysphoria
2266,neutral
2267,dysphoria
2268,dysphoria
2269,dysphoria
2290,neutral
2291,neutral
2292,dysphoria
2293,dysphoria
2294,dysphoria
2295,neutral
2296,dysphoria
2299,neutral
2300,euphoria
2301,dysphoria
2302,dysphoria
2303,euphoria
2305,dysphoria
2306,dysphoria
2307,dysphoria
2308,euphoria
2309,dysphoria
2310,dysphoria
2311,dysphoria
2312,dysphoria
2313,dysphoria
2314,dysphoria
2315,dysphoria
2316,dysphoria
2317,dysphoria
2333,dysphoria
2334,dysphoria
2335,dysphoria
2336,dysphoria
2337,dysphoria
2338,dysphoria
2339,dysphoria
2340,dysphoria
2341,dysphoria
2342,neutral
2343,euphoria
2344,neutral
2345,neutral
2346,euphoria
2347,neutral
2348,neutral
2349,neutral
2350,euphoria
2351,euphoria
2352,neutral
2353,neutral
2354,neutral
2355,neutral
2356,euphoria
2388,neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,dysphoria
2434,dysphoria
2435,dysphoria
2436,dysphoria
2437,dysphoria
2438,dysphoria
2439,dysphoria
2440,dysphoria
2441,dysphoria
2442,dysphoria
2443,dysphoria
2444,dysphoria
2445,dysphoria
2446,dysphoria
2447,dysphoria
2448,dysphoria
2449,dysphoria
2450,dysphoria
2460,dysphoria
2461,dysphoria
2462,dysphoria
2463,dysphoria
2490,neutral
2491,dysphoria
2492,dysphoria
2493,dysphoria
2494,dysphoria
2495,dysphoria
2496,neutral
2497,dysphoria
2498,neutral
2499,euphoria
2500,neutral
2501,euphoria
2502,euphoria
2503,euphoria
2504,euphoria
2505,euphoria
2506,euphoria
2507,dysphoria
2508,dysphoria
2509,dysphoria
2510,dysphoria
2511,dysphoria
2512,dysphoria
2513,dysphoria
2514,euphoria
2515,euphoria
2516,euphoria
2517,euphoria
2518,euphoria
2519,euphoria
2520,euphoria
2521,euphoria
2522,euphoria
2523,euphoria
2524,euphoria
2525,euphoria
2526,euphoria
2531,neutral
2532,euphoria
2533,neutral
2534,euphoria
2535,neutral
2536,neutral
2537,dysphoria
2538,euphoria
2539,neutral
2540,neutral
2541,neutral
2542,dysphoria
2543,neutral
2544,dysphoria
2545,dysphoria
2546,dysphoria
2547,dysphoria
2548,dysphoria
2549,dysphoria
2550,dysphoria
2551,dysphoria
2552,dysphoria
2553,dysphoria
2554,dysphoria
2555,dysphoria
2556,dysphoria
2557,dysphoria
2558,dysphoria
2559,dysphoria
2560,dysphoria
2561,dysphoria
2562,dysphoria
2563,dysphoria
2564,dysphoria
2565,dysphoria
2566,dysphoria
2567,dysphoria
2568,dysphoria
2569,dysphoria
2570,dysphoria
2571,dysphoria
2572,dysphoria
2573,dysphoria
2574,dysphoria
2575,dysphoria
2576,dysphoria
2577,dysphoria
2578,dysphoria
2579,dysphoria
2587,dysphoria
2588,neutral
2589,neutral
2590,neutral
2591,dysphoria
2592,dysphoria
2593,euphoria
2594,dysphoria
2595,neutral
2617,euphoria
2618,euphoria
2619,euphoria
2620,euphoria
2621,dysphoria
2622,dysphoria
2632,neutral
2633,neutral
2634,euphoria
2635,euphoria
2636,euphoria
2637,euphoria
2638,euphoria
2639,euphoria
2640,neutral
2641,euphoria
2642,euphoria
2643,euphoria
2644,dysphoria
2645,neutral
2646,euphoria
2647,neutral
2648,dysphoria
2661,neutral
2662,neutral
2663,dysphoria
2664,dysphoria
2665,dysphoria
2666,dysphoria
2679,dysphoria
2680,dysphoria
2681,dysphoria
2682,dysphoria
2683,dysphoria
2684,dysphoria
2685,dysphoria
2686,neutral
2687,neutral
2688,neutral
2689,euphoria
2720,dysphoria
2721,neutral
2722,neutral
2723,neutral
2724,dysphoria
2725,dysphoria
2726,dysphoria
2727,neutral
2743,euphoria
2744,euphoria
2745,euphoria
2746,euphoria
2747,euphoria
2748,dysphoria
2749,euphoria
2750,dysphoria
2751,dysphoria
2752,euphoria
2766,dysphoria
2767,dysphoria
2768,dysphoria
2769,dysphoria
2770,dysphoria
2771,dysphoria
2772,dysphoria
2773,dysphoria
2774,dysphoria
2775,dysphoria
2776,dysphoria
2777,dysphoria
2778,dysphoria
2779,euphoria
2780,dysphoria
2781,euphoria
2782,euphoria
2783,euphoria
2784,euphoria
2785,euphoria
2786,euphoria
2787,euphoria
2788,dysphoria
2789,euphoria
2790,dysphoria
2791,dysphoria
2792,dysphoria
2793,dysphoria
2794,dysphoria
2795,dysphoria
2796,dysphoria
2797,dysphoria
2798,dysphoria
2799,dysphoria
2800,dysphoria
2801,neutral
2802,neutral
2803,dysphoria
2804,neutral
2805,dysphoria
2806,dysphoria
2807,dysphoria
2815,dysphoria
2816,dysphoria
2817,dysphoria
2818,dysphoria
2819,dysphoria
2820,dysphoria
2821,dysphoria
2822,dysphoria
2823,dysphoria
2824,dysphoria
2825,dysphoria
2826,dysphoria
2827,dysphoria
2828,dysphoria
2829,dysphoria
2830,dysphoria
2831,dysphoria
2832,dysphoria
2833,dysphoria
2834,dysphoria
2835,dysphoria
2836,dysphoria
2837,dysphoria
2838,dysphoria
2839,dysphoria
2840,dysphoria
2841,dysphoria
2842,dysphoria
2843,dysphoria
2844,dysphoria
2845,dysphoria
2846,dysphoria
2847,dysphoria
2848,dysphoria
2860,neutral
2861,neutral
2862,neutral
2863,dysphoria
2864,neutral
2865,neutral
2866,dysphoria
2867,neutral
2869,neutral
2870,euphoria
2874,euphoria
2875,euphoria
2876,euphoria
2877,euphoria
2879,neutral
2880,neutral
2881,neutral
2914,euphoria
2915,euphoria
2916,euphoria
2917,euphoria
2918,euphoria
2919,euphoria
2920,euphoria
2921,euphoria
2922,euphoria
2923,euphoria
